X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62
"<ChAged15ByCD4Cat MV>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4,0,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
",Females CD4: 200-249: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163333,0.001513333,0.022083333,0.021806667,0.035596667,0.056513333,0.087383333,0.131663333,0.196833333,0.326096667,0.527526667,0.82055,1.22934,1.767136667,2.500206667,3.431583333,4.563796667,5.96545,7.660253333,9.709393333,11.96496,14.52907,17.54448333,20.39755333,23.74826333,27.01337,30.52552667,34.19722333,37.72791667,41.70017,45.62967667,48.67561667,50.55308333,50.04051667,50.84233667,51.56858333,51.19104333,50.88071333,50.55911333,50.55911333,50.55911333,50.55911333,50.55911333,50.55911333
",Females CD4: 100-199: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281015,0.025893,0.042483,0.067662,0.1049335,0.1579935,0.233058,0.3880765,0.631225,0.986104,1.483258,2.1343595,3.0291415,4.169438,5.5517385,7.266805,9.296427,11.5967005,13.999027,16.6622295,19.989515,23.428118,27.5047115,31.3764745,35.5468365,39.616255,43.845886,48.2746355,52.389694,55.424747,57.4058975,57.1658465,58.50971,59.759735,60.2712075,61.3209345,61.7544585,61.7544585,61.7544585,61.7544585,61.7544585,61.7544585
",Females CD4: 50-99: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168609,0.0155358,0.0254898,0.0405972,0.0629601,0.0947961,0.1398348,0.2328459,0.378735,0.5916624,0.8899548,1.2806157,1.8174849,2.5016628,3.3310431,4.360083,5.5778562,6.9580203,8.3994162,9.9973377,11.993709,14.0568708,16.5028269,18.8258847,21.3281019,23.769753,26.3075316,28.9647813,31.4338164,33.2548482,34.4435385,34.2995079,35.105826,35.855841,36.1627245,36.7925607,37.0526751,37.0526751,37.0526751,37.0526751,37.0526751,37.0526751
",Females CD4: <50: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353276,0.0325512,0.0534072,0.0850608,0.1319164,0.1986204,0.2929872,0.4878676,0.79354,1.2396736,1.8646672,2.6831948,3.8080636,5.2415792,6.9793284,9.135412,11.6869368,14.5787092,17.5987768,20.9468028,25.129676,29.4524912,34.5773516,39.4447108,44.6874516,49.803292,55.1205424,60.6881132,65.8613296,69.6768248,72.167414,71.8656356,73.555064,75.126524,75.769518,77.0891748,77.6341764,77.6341764,77.6341764,77.6341764,77.6341764,77.6341764
",Females CD4: >500+ Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01738,0.02327,0.03818,0.0614,0.09643,0.1474,0.22051,0.35456,0.57265,0.90415,1.38458,2.04106,2.94445,4.12989,5.61948,7.48436,9.77502,12.58554,15.83746,19.59676,24.0162,28.8487,34.35626,40.1902,46.47107,53.04643,60.31778,69.60981,79.70149,90.42887,102.15236,104.80662,140.40169,169.88083,216.34556,225.03173,271.34266,271.34266,271.34266,271.34266,271.34266,271.34266
",Females CD4: 350-500 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112,0.015,0.02461,0.03958,0.06217,0.09502,0.14215,0.22857,0.36917,0.58288,0.89259,1.3158,1.89818,2.66239,3.62268,4.82491,6.30161,8.11346,10.20986,12.63334,15.4824,18.36311,21.67592,25.12094,28.79795,32.74178,37.16428,43.30761,49.8946,56.37297,63.5135,68.04728,77.80336,84.44428,89.66631,95.15256,105.23796,105.23796,105.23796,105.23796,105.23796,105.23796
",Females CD4: 250-349 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00884,0.011833333,0.01942,0.031233333,0.049053333,0.07498,0.112166667,0.180353333,0.291293333,0.45992,0.7043,1.03824,1.497773333,2.10078,2.8585,3.807126667,4.948246667,6.2548,7.708306667,9.352546667,11.36718,14.11739333,17.32206667,20.86799333,24.85180667,28.99123333,33.45428667,37.99133333,42.70672667,47.73550667,54.8177,57.59108,60.76018667,62.39057333,63.26734,64.39106,68.52721333,68.52721333,68.52721333,68.52721333,68.52721333,68.52721333
",Females CD4: 200-249 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442,0.005916667,0.00971,0.015616667,0.024526667,0.03749,0.056083333,0.090176667,0.145646667,0.22996,0.35215,0.51912,0.748886667,1.05039,1.42925,1.903563333,2.474123333,3.1274,3.854153333,4.676273333,5.68359,7.058696667,8.661033333,10.43399667,12.42590333,14.49561667,16.72714333,18.99566667,21.35336333,23.86775333,27.40885,28.79554,30.38009333,31.19528667,31.63367,32.19553,34.26360667,34.26360667,34.26360667,34.26360667,34.26360667,34.26360667
",Females CD4: 100-199 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523145,0.3901625,1.168237,2.1853125,3.249519,4.5622115,5.7625995,7.1469755,8.661709,10.8775275,11.6193945,12.443781,13.055938,13.826799,16.8053655,21.6289605,24.796653,26.280604,27.4761865,28.431221,30.3816485,30.3816485,30.3816485,30.3816485,30.3816485,30.3816485
",Females CD4: 50-99 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313887,0.2340975,0.7009422,1.3111875,1.9497114,2.7373269,3.4575597,4.2881853,5.1970254,6.5265165,6.9716367,7.4662686,7.8335628,8.2960794,10.0832193,12.9773763,14.8779918,15.7683624,16.4857119,17.0587326,18.2289891,18.2289891,18.2289891,18.2289891,18.2289891,18.2289891
",Females CD4: <50 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657668,0.49049,1.4686408,2.74725,4.0851096,5.7353516,7.2444108,8.9847692,10.8890056,13.674606,14.6072388,15.6436104,16.4131792,17.3822616,21.1267452,27.1906932,31.1729352,33.0384736,34.5414916,35.7421064,38.1940724,38.1940724,38.1940724,38.1940724,38.1940724,38.1940724
51,0,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
",Males CD4: >500+: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.00031,0.00053,0.00088,0.00139,0.0022,0.00343,0.00508,0.00745,0.01108,0.01669,0.02503,0.03605,0.04847,0.06332,0.02011,0.00102,0.00064,0.00031,0.00003,0,0,0,0,0,0,0,0,0
",Males CD4: 350-500: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,0.00041,0.00071,0.00115,0.00183,0.00289,0.0045,0.00668,0.00979,0.01455,0.02193,0.03288,0.04739,0.05809,0.07163,0.02392,0.00125,0.00079,0.00039,0.00004,0,0,0,0,0,0,0,0,0
",Males CD4: 250-349: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106667,0.000306667,0.000526667,0.000853333,0.00136,0.00214,0.003346667,0.00496,0.005993333,0.00822,0.009906667,0.012893333,0.006446667,0.002873333,0.003013333,0.003853333,0.000406667,0.00032,0.00018,0.00002,0,0,0,0,0,0,0,0,0
",Males CD4: 200-249: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33E-05,0.000153333,0.000263333,0.000426667,0.00068,0.00107,0.001673333,0.00248,0.002996667,0.00411,0.004953333,0.006446667,0.003223333,0.001436667,0.001506667,0.001926667,0.000203333,0.00016,0.00009,0.00001,0,0,0,0,0,0,0,0,0
",Males CD4: 100-199: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000665,0.000189,0.000329,0.0000805,0.000266,0.000357,0.000749,0.00126,0.0017255,0.002716,0.003374,0.0046025,0.0019915,0.0002415,0.000056,0.0000455,0.000035,0.000035,0.000028,0.0000035,0,0,0,0,0,0,0,0,0
",Males CD4: 50-99: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000399,0.0001134,0.0001974,0.0000483,0.0001596,0.0002142,0.0004494,0.000756,0.0010353,0.0016296,0.0020244,0.0027615,0.0011949,0.0001449,0.0000336,0.0000273,0.000021,0.000021,0.0000168,0.0000021,0,0,0,0,0,0,0,0,0
",Males CD4: <50: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000836,0.0002376,0.0004136,0.0001012,0.0003344,0.0004488,0.0009416,0.001584,0.0021692,0.0034144,0.0042416,0.005786,0.0025036,0.0003036,0.0000704,0.0000572,0.000044,0.000044,0.0000352,0.0000044,0,0,0,0,0,0,0,0,0
",Males CD4: >500+ Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024,0.00071,0.00122,0.00199,0.00316,0.00499,0.00777,0.01153,0.0169,0.02512,0.03786,0.05677,0.0818,0.14062,0.22256,0.21157,0.2587,0.31567,0.39503,0.57099,0.64588,0.97201,1.05974,1.02417,1.02417,1.02417,1.02417,1.02417,1.02417
",Males CD4: 350-500 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016,0.00046,0.00079,0.00128,0.00204,0.00321,0.00502,0.00744,0.00899,0.01233,0.01486,0.01934,0.00967,0.03157,0.06327,0.14233,0.20904,0.25132,0.29312,0.25665,0.26913,0.18945,0.14872,0.14894,0.14894,0.14894,0.14894,0.14894,0.14894
",Males CD4: 250-349 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000126667,0.00036,0.000626667,0.000153333,0.000506667,0.00068,0.001426667,0.0024,0.004546667,0.008126667,0.014646667,0.024226667,0.043166667,0.064073333,0.083166667,0.12184,0.161746667,0.184726667,0.18426,0.143553333,0.12956,0.084806667,0.05818,0.0515,0.0515,0.0515,0.0515,0.0515,0.0515
",Males CD4: 200-249 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33E-05,0.00018,0.000313333,7.67E-05,0.000253333,0.00034,0.000713333,0.0012,0.002273333,0.004063333,0.007323333,0.012113333,0.021583333,0.032036667,0.041583333,0.06092,0.080873333,0.092363333,0.09213,0.071776667,0.06478,0.042403333,0.02909,0.02575,0.02575,0.02575,0.02575,0.02575,0.02575
",Males CD4: 100-199 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004165,0.0008925,0.001841,0.002667,0.0038325,0.005831,0.0083545,0.01295,0.018984,0.0308385,0.0317065,0.0280315,0.032746,0.040978,0.0487165,0.050561,0.040628,0.038234,0.035063,0.031598,0.029911,0.029911,0.029911,0.029911,0.029911,0.029911
",Males CD4: 50-99 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002499,0.0005355,0.0011046,0.0016002,0.0022995,0.0034986,0.0050127,0.00777,0.0113904,0.0185031,0.0190239,0.0168189,0.0196476,0.0245868,0.0292299,0.0303366,0.0243768,0.0229404,0.0210378,0.0189588,0.0179466,0.0179466,0.0179466,0.0179466,0.0179466,0.0179466
",Males CD4: <50 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005236,0.001122,0.0023144,0.0033528,0.004818,0.0073304,0.0105028,0.01628,0.0238656,0.0387684,0.0398596,0.0352396,0.0411664,0.0515152,0.0612436,0.0635624,0.0510752,0.0480656,0.0440792,0.0397232,0.0376024,0.0376024,0.0376024,0.0376024,0.0376024,0.0376024
",Females CD4: >500+: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0003,0.00052,0.00084,0.00133,0.00209,0.00321,0.00467,0.0067,0.00977,0.01455,0.0217,0.03112,0.04169,0.05431,0.01722,0.00087,0.00055,0.00027,0.00003,0,0,0,0,0,0,0,0,0
",Females CD4: 350-500: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,0.0004,0.00068,0.00111,0.00175,0.00274,0.00422,0.00614,0.0088,0.01284,0.01913,0.02851,0.04091,0.04996,0.06143,0.02047,0.00107,0.00068,0.00033,0.00004,0,0,0,0,0,0,0,0,0
",Females CD4: 250-349: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.000293333,0.000506667,0.00082,0.0013,0.002033333,0.003126667,0.004553333,0.005386667,0.007253333,0.00864,0.01118,0.005566667,0.002473333,0.002586667,0.003293333,0.000353333,0.000273333,0.00016,0.00002,0,0,0,0,0,0,0,0,0
",Females CD4: 200-249: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00005,0.000146667,0.000253333,0.00041,0.00065,0.001016667,0.001563333,0.002276667,0.002693333,0.003626667,0.00432,0.00559,0.002783333,0.001236667,0.001293333,0.001646667,0.000176667,0.000136667,0.00008,0.00001,0,0,0,0,0,0,0,0,0
",Females CD4: 100-199: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000063,0.000182,0.000315,0.000077,0.0002555,0.0003395,0.0007035,0.0011585,0.0015505,0.0023975,0.0029435,0.00399,0.0017185,0.0002065,0.0000455,0.0000385,0.000028,0.0000315,0.0000245,0.0000035,0,0,0,0,0,0,0,0,0
",Females CD4: 50-99: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000378,0.0001092,0.000189,0.0000462,0.0001533,0.0002037,0.0004221,0.0006951,0.0009303,0.0014385,0.0017661,0.002394,0.0010311,0.0001239,0.0000273,0.0000231,0.0000168,0.0000189,0.0000147,0.0000021,0,0,0,0,0,0,0,0,0
",Females CD4: <50: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000792,0.0002288,0.000396,0.0000968,0.0003212,0.0004268,0.0008844,0.0014564,0.0019492,0.003014,0.0037004,0.005016,0.0021604,0.0002596,0.0000572,0.0000484,0.0000352,0.0000396,0.0000308,0.0000044,0,0,0,0,0,0,0,0,0
",Females CD4: >500+ Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024,0.00069,0.00118,0.00191,0.00302,0.00473,0.00728,0.0106,0.01519,0.02216,0.03302,0.04922,0.07061,0.1213,0.19194,0.18266,0.2237,0.27442,0.34445,0.49563,0.56343,0.84924,0.9235,0.89607,0.89607,0.89607,0.89607,0.89607,0.89607
",Females CD4: 350-500 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015,0.00044,0.00076,0.00123,0.00195,0.00305,0.00469,0.00683,0.00808,0.01088,0.01296,0.01677,0.00835,0.02742,0.05498,0.12283,0.18051,0.2184,0.25581,0.22442,0.23634,0.16744,0.13237,0.13282,0.13282,0.13282,0.13282,0.13282,0.13282
",Females CD4: 250-349 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0.000346667,0.0006,0.000146667,0.000486667,0.000646667,0.00134,0.002206667,0.004086667,0.00718,0.012786667,0.021026667,0.03732,0.055373333,0.071853333,0.105026667,0.139573333,0.160693333,0.161266667,0.125873333,0.114206667,0.075533333,0.052546667,0.046673333,0.046673333,0.046673333,0.046673333,0.046673333,0.046673333
",Females CD4: 200-249 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00006,0.000173333,0.0003,7.33E-05,0.000243333,0.000323333,0.00067,0.001103333,0.002043333,0.00359,0.006393333,0.010513333,0.01866,0.027686667,0.035926667,0.052513333,0.069786667,0.080346667,0.080633333,0.062936667,0.057103333,0.037766667,0.026273333,0.023336667,0.023336667,0.023336667,0.023336667,0.023336667,0.023336667
",Females CD4: 100-199 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004025,0.0008715,0.0017955,0.0025655,0.003626,0.005404,0.0075985,0.0116515,0.016982,0.0274365,0.0282345,0.0250635,0.0292355,0.036666,0.044464,0.04648,0.037093,0.035133,0.032683,0.02989,0.028322,0.028322,0.028322,0.028322,0.028322,0.028322
",Females CD4: 50-99 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002415,0.0005229,0.0010773,0.0015393,0.0021756,0.0032424,0.0045591,0.0069909,0.0101892,0.0164619,0.0169407,0.0150381,0.0175413,0.0219996,0.0266784,0.027888,0.0222558,0.0210798,0.0196098,0.017934,0.0169932,0.0169932,0.0169932,0.0169932,0.0169932,0.0169932
",Females CD4: <50 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000506,0.0010956,0.0022572,0.0032252,0.0045584,0.0067936,0.0095524,0.0146476,0.0213488,0.0344916,0.0354948,0.0315084,0.0367532,0.0460944,0.0558976,0.058432,0.0466312,0.0441672,0.0410872,0.037576,0.0356048,0.0356048,0.0356048,0.0356048,0.0356048,0.0356048
31,0,NA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
",Males CD4: >500+: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045,0.00087,0.00128,0.00179,0.00302,0.00651,0.00963,0.01355,0.01902,0.02666,0.03719,0.0478,0.07078,0.11087,0.16177,0.22349,0.29204,0.35801,0.40176,0.41595,0.3884,0.359,0.30698,0.22449,0.10191,0.05848,0.05822,0.02965,0.01341,0.00518,0.00145,0.00145,0.00145,0.00145,0.00145,0.00145
",Males CD4: 350-500: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061,0.00116,0.00171,0.00237,0.00403,0.00864,0.01272,0.01793,0.02514,0.03529,0.04921,0.06318,0.09359,0.14673,0.21413,0.29588,0.38666,0.47413,0.53209,0.55101,0.51455,0.47572,0.40691,0.29762,0.13436,0.07619,0.07607,0.03868,0.01782,0.00686,0.00194,0.00194,0.00194,0.00194,0.00194,0.00194
",Males CD4: 250-349: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000473333,0.000893333,0.001313333,0.00182,0.00308,0.006546667,0.009626667,0.013553333,0.018993333,0.02666,0.037193333,0.047693333,0.070686667,0.110906667,0.161886667,0.223686667,0.292306667,0.3585,0.402286667,0.416653333,0.38904,0.359746667,0.30774,0.225106667,0.100893333,0.056273333,0.056406667,0.028726667,0.01352,0.005206667,0.001473333,0.001473333,0.001473333,0.001473333,0.001473333,0.001473333
",Males CD4: 200-249: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000236667,0.000446667,0.000656667,0.00091,0.00154,0.003273333,0.004813333,0.006776667,0.009496667,0.01333,0.018596667,0.023846667,0.035343333,0.055453333,0.080943333,0.111843333,0.146153333,0.17925,0.201143333,0.208326667,0.19452,0.179873333,0.15387,0.112553333,0.050446667,0.028136667,0.028203333,0.014363333,0.00676,0.002603333,0.000736667,0.000736667,0.000736667,0.000736667,0.000736667,0.000736667
",Males CD4: 100-199: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000357,0.0006755,0.000994,0.0012985,0.001939,0.0041475,0.006125,0.0086275,0.012089,0.0170135,0.0238665,0.030177,0.0445445,0.070525,0.1019725,0.1338785,0.1766765,0.219373,0.2512685,0.2570715,0.241185,0.2260685,0.1941625,0.1435945,0.064561,0.035777,0.036141,0.0186515,0.0089075,0.0034685,0.0009905,0.0009905,0.0009905,0.0009905,0.0009905,0.0009905
",Males CD4: 50-99: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002142,0.0004053,0.0005964,0.0007791,0.0011634,0.0024885,0.003675,0.0051765,0.0072534,0.0102081,0.0143199,0.0181062,0.0267267,0.042315,0.0611835,0.0803271,0.1060059,0.1316238,0.1507611,0.1542429,0.144711,0.1356411,0.1164975,0.0861567,0.0387366,0.0214662,0.0216846,0.0111909,0.0053445,0.0020811,0.0005943,0.0005943,0.0005943,0.0005943,0.0005943,0.0005943
",Males CD4: <50: No ART,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004488,0.0008492,0.0012496,0.0016324,0.0024376,0.005214,0.0077,0.010846,0.0151976,0.0213884,0.0300036,0.0379368,0.0559988,0.08866,0.128194,0.1683044,0.2221076,0.2757832,0.3158804,0.3231756,0.303204,0.2842004,0.24409,0.1805188,0.0811624,0.0449768,0.0454344,0.0234476,0.011198,0.0043604,0.0012452,0.0012452,0.0012452,0.0012452,0.0012452,0.0012452
",Males CD4: >500+ Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00451,0.00774,0.01166,0.01679,0.02381,0.03356,0.04405,0.06274,0.09602,0.14215,0.20095,0.27444,0.37275,0.48228,0.61157,0.75634,0.94243,1.14005,1.39077,1.65531,2.03868,2.37649,2.69713,3.372,3.86047,3.36592,3.36592,3.36592,3.36592,3.36592,3.36592
",Males CD4: 350-500 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00291,0.00499,0.00752,0.01082,0.01535,0.02164,0.02839,0.04045,0.06192,0.09168,0.12964,0.18136,0.26283,0.35987,0.48797,0.62426,0.75655,0.86399,0.98055,1.10308,1.16275,1.12605,1.0607,0.99002,0.97166,0.84539,0.84539,0.84539,0.84539,0.84539,0.84539
",Males CD4: 250-349 Duration: on ART greater than 12 months,,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002293333,0.003933333,0.005926667,0.008533333,0.012113333,0.017073333,0.0224,0.03192,0.048866667,0.071253333,0.095533333,0.135086667,0.19614,0.268593333,0.353626667,0.437913333,0.50686,0.549373333,0.589046667,0.625446667,0.602493333,0.556393333,0.50642,0.465733333,0.444146667,0.37612,0.37612,0.37612,0.37612,0.37612,0.37612
